year,day,hhour,T_air,T_air_K,rglobal,parin,eair,eair_Pa,P_kPa,P_Pa,vpd,vpd_Pa,wind,CO2,ustar,Tsoil,soilmoisture,zcanopy,lai
2012.0,38.0,10.0,13.59,286.74,527.5,1213.25,0.35140607,351.40607,86.403,86403.0,1.2045757,1204.5757,5.277,386.047,0.3372,15.8,0.02,1.0,0.13541667
2012.0,38.0,10.5,14.45,287.6,618.7,1423.01,0.36769977,367.69977,86.408,86408.0,1.2775073,1277.5073,4.847,385.611,0.3912,15.6,0.02,1.0,0.1359375
2012.0,38.0,11.0,15.22,288.37,736.7,1694.41,0.37651804,376.51804,86.407,86407.0,1.3523499,1352.3499,4.71,386.162,0.3525,12.7,0.03,1.0,0.13645834
2012.0,38.0,11.5,15.68,288.83,693.9,1595.97,0.37964043,379.64044,86.396,86396.0,1.40097,1400.97,4.558,386.033,0.3587,13.45,0.03,1.0,0.13697916
2012.0,38.0,12.0,15.76,288.91,723.4,1663.8201,0.37854493,378.54492,86.383,86383.0,1.4111978,1411.1978,4.406,385.605,0.3308,13.45,0.03,1.0,0.1375
2012.0,38.0,12.5,16.54,289.69,774.7,1781.8099,0.38423058,384.2306,86.339,86339.0,1.4967667,1496.7667,4.191,385.561,0.3143,13.65,0.03,1.0,0.13802083
2012.0,38.0,13.0,16.88,290.03,761.2,1750.76,0.39912108,399.12106,86.287,86287.0,1.5229124,1522.9124,4.093,385.625,0.3458,13.475,0.03,1.0,0.13854167
2012.0,38.0,13.5,17.25,290.4,721.9,1660.37,0.41167706,411.67706,86.242,86242.0,1.555895,1555.895,3.943,385.601,0.4103,13.0,0.03,1.0,0.1390625
2012.0,38.0,14.0,17.52,290.66998,739.1,1699.9299,0.43229574,432.29575,86.206,86206.0,1.5691105,1569.1105,3.677,385.3,0.2505,13.0,0.03,1.0,0.13958333
2012.0,38.0,14.5,18.08,291.22998,562.7,1294.21,0.4464142,446.4142,86.168,86168.0,1.6267834,1626.7833,3.744,385.078,0.3583,12.167,0.03,1.0,0.14010416
2012.0,38.0,15.0,18.42,291.57,478.8,1101.24,0.46373767,463.73767,86.144,86144.0,1.6541479,1654.1478,3.182,384.794,0.1233,12.525,0.03,1.0,0.140625
2012.0,38.0,15.5,18.66,291.81,584.2,1343.66,0.4429877,442.9877,86.119,86119.0,1.7069412,1706.9413,4.581,384.932,0.3161,12.84,0.03,1.0,0.14114584
2012.0,38.0,16.0,18.6,291.75,480.3,1104.69,0.43724722,437.24722,86.111,86111.0,1.7046349,1704.6349,5.53,384.825,0.3814,12.525,0.03,1.0,0.14166667
2012.0,38.0,16.5,18.45,291.6,292.9,673.67,0.4405202,440.5202,86.107,86107.0,1.6813478,1681.3479,6.069,384.615,0.3847,16.25,0.03,1.0,0.1421875
2012.0,38.0,17.0,18.46,291.61,215.4,495.41998,0.4443013,444.3013,86.1,86100.0,1.6788908,1678.8909,6.089,384.347,0.4654,19.12,0.02,1.0,0.14270833
2012.0,38.0,17.5,17.76,290.91,91.1,209.53,0.44083175,440.83176,86.103,86103.0,1.5910724,1591.0724,6.928,384.348,0.4141,20.8,0.02,1.0,0.14322917
2012.0,38.0,18.0,17.14,290.28998,17.09,39.307,0.43923604,439.23605,86.119,86119.0,1.5147004,1514.7004,5.535,384.154,0.3359,17.092,0.02,1.0,0.14375
2012.0,38.0,18.5,16.25,289.4,0.0,0.0,0.43897215,438.97214,86.138,86138.0,1.4076288,1407.6288,4.503,384.147,0.2276,16.936,0.02,1.0,0.14427084
2012.0,38.0,19.0,15.32,288.47,0.0,0.0,0.43851125,438.51126,86.169,86169.0,1.3014885,1301.4885,3.855,384.005,0.1939,16.178,0.02,1.0,0.14479166
2012.0,38.0,19.5,14.43,287.58,0.0,0.0,0.43943125,439.43124,86.201,86201.0,1.2036464,1203.6464,3.154,383.805,0.1189,15.763,0.02,1.0,0.1453125
2012.0,38.0,20.0,13.8,286.94998,0.0,0.0,0.44285083,442.85083,86.225,86225.0,1.1345142,1134.5142,4.69,383.478,0.2219,15.317,0.02,1.0,0.14583333
2012.0,38.0,20.5,13.68,286.83,0.0,0.0,0.4340679,434.0679,86.245,86245.0,1.1310488,1131.0488,7.232,384.817,0.4391,15.317,0.02,1.0,0.14635417
2012.0,38.0,21.0,12.89,286.04,0.0,0.0,0.42352283,423.52283,86.267,86267.0,1.0630047,1063.0048,7.693,385.844,0.4455,14.98,0.02,1.0,0.146875
2012.0,38.0,21.5,12.44,285.59,0.0,0.0,0.4166766,416.6766,86.294,86294.0,1.026654,1026.654,7.793,386.091,0.4796,14.9,0.02,1.0,0.14739583
2012.0,38.0,22.0,12.24,285.38998,0.0,0.0,0.4123086,412.3086,86.314,86314.0,1.0121784,1012.17847,7.225,386.265,0.484,14.9,0.02,1.0,0.14791666
2012.0,38.0,22.5,11.79,284.94,0.0,0.0,0.40877715,408.77716,86.32,86320.0,0.9741075,974.1075,5.774,386.382,0.3439,15.1,0.02,1.0,0.1484375
2012.0,38.0,23.0,11.47,284.62,0.0,0.0,0.40596315,405.96317,86.321,86321.0,0.94798756,947.98755,4.663,386.497,0.2424,15.583,0.01,1.0,0.14895834
2012.0,38.0,23.5,11.21,284.36,0.0,0.0,0.40376306,403.76306,86.32,86320.0,0.9270753,927.0753,4.342,386.59,0.2597,15.871,0.02,1.0,0.14947917
2012.0,39.0,0.0,11.12,284.27,0.0,0.0,0.40258744,402.58743,86.306,86306.0,0.92032945,920.32947,5.982,386.785,0.3842,15.811,0.01,1.0,0.15
2012.0,39.0,0.5,11.08,284.22998,0.0,0.0,0.40672767,406.72766,86.303,86303.0,0.9126815,912.6815,5.689,386.779,0.3577,16.013,0.02,1.0,0.15052083
2012.0,39.0,1.0,10.98,284.13,0.0,0.0,0.40920886,409.20886,86.322,86322.0,0.90147424,901.47424,5.949,387.007,0.4056,16.078,0.02,1.0,0.15104167
2012.0,39.0,1.5,10.98,284.13,0.0,0.0,0.41602576,416.02576,86.336,86336.0,0.8946574,894.65735,5.213,387.144,0.3382,16.078,0.01,1.0,0.1515625
2012.0,39.0,2.0,10.68,283.83,0.0,0.0,0.41991445,419.91446,86.332,86332.0,0.864876,864.876,4.536,387.243,0.2882,16.07,0.02,1.0,0.15208334
2012.0,39.0,2.5,10.34,283.49,0.0,0.0,0.42295155,422.95154,86.334,86334.0,0.8330442,833.0442,3.354,387.357,0.1739,16.056,0.02,1.0,0.15260416
2012.0,39.0,3.0,10.13,283.28,0.0,0.0,0.42578226,425.78226,86.318,86318.0,0.81271666,812.7167,3.59,387.394,0.1823,15.844,0.01,1.0,0.153125
2012.0,39.0,3.5,10.31,283.46,0.0,0.0,0.42722327,427.22327,86.31,86310.0,0.8262595,826.2595,4.456,387.245,0.2212,15.844,0.01,1.0,0.15364583
2012.0,39.0,4.0,10.43,283.58,0.0,0.0,0.42844746,428.44745,86.3,86300.0,0.83511484,835.1148,5.412,387.173,0.293,15.991,0.01,1.0,0.15416667
2012.0,39.0,4.5,10.31,283.46,0.0,0.0,0.43140867,431.40866,86.312,86312.0,0.8220741,822.0741,5.002,387.256,0.3283,15.74,0.02,1.0,0.1546875
2012.0,39.0,5.0,9.94,283.09,0.0,0.0,0.43934542,439.34543,86.326,86326.0,0.7835041,783.50415,4.362,387.424,0.2541,15.477,0.02,1.0,0.15520833
2012.0,39.0,5.5,9.75,282.9,0.0,0.0,0.44466892,444.6689,86.324,86324.0,0.76270825,762.70825,4.767,387.567,0.2874,15.477,0.02,1.0,0.15572916
2012.0,39.0,6.0,9.48,282.63,0.0,0.0,0.44972962,449.7296,86.347,86347.0,0.7359557,735.9557,4.224,387.705,0.2087,15.213,0.01,1.0,0.15625
2012.0,39.0,6.5,9.22,282.37,0.0,0.0,0.453754,453.754,86.378,86378.0,0.71136916,711.36914,3.16,387.822,0.1373,14.887,0.01,1.0,0.15677084
2012.0,39.0,7.0,9.02,282.16998,0.0,0.0,0.4573457,457.3457,86.403,86403.0,0.6921735,692.17346,3.222,387.888,0.1,14.762,0.01,1.0,0.15729167
2012.0,39.0,7.5,8.83,281.97998,0.0,0.0,0.4596461,459.64612,86.419,86419.0,0.67521816,675.21814,3.675,388.058,0.196,14.6,0.01,1.0,0.1578125
2012.0,39.0,8.0,9.01,282.16,17.02,39.146,0.46136633,461.36633,86.45,86450.0,0.687377,687.37695,3.907,387.964,0.2125,14.8,0.01,1.0,0.15833333
2012.0,39.0,8.5,9.05,282.19998,57.0,131.09999,0.46494395,464.94394,86.459,86459.0,0.68690395,686.90393,4.332,388.092,0.2654,14.929,0.01,1.0,0.15885417
2012.0,39.0,9.0,9.6,282.75,121.7,279.90997,0.4632229,463.2229,86.475,86475.0,0.73206055,732.06055,5.243,388.016,0.3599,14.314,0.01,1.0,0.159375
2012.0,39.0,9.5,10.1,283.25,135.8,312.34,0.4610205,461.0205,86.513,86513.0,0.77499586,774.99585,5.207,387.941,0.3612,13.98,0.01,1.0,0.15989584
2012.0,39.0,10.0,10.61,283.75998,230.0,529.0,0.45777497,457.77496,86.502,86502.0,0.82104033,821.04034,4.954,387.941,0.3834,12.3,0.02,1.0,0.16041666
2012.0,39.0,10.5,11.09,284.24,188.6,433.78,0.45066753,450.66754,86.529,86529.0,0.86961776,869.61774,5.209,387.913,0.3552,15.425,0.02,1.0,0.1609375
2012.0,39.0,11.0,11.65,284.8,359.6,827.08,0.4515391,451.5391,86.53,86530.0,0.9186172,918.6172,5.881,387.994,0.387,13.867,0.02,1.0,0.16145833
2012.0,39.0,11.5,12.43,285.58,299.2,688.16003,0.45473173,454.73172,86.499,86499.0,0.98765224,987.6522,5.366,387.81,0.3817,13.35,0.02,1.0,0.16197917
2012.0,39.0,12.0,11.97,285.12,145.5,334.65,0.45098683,450.98685,86.529,86529.0,0.94840956,948.40955,6.309,387.941,0.4803,14.833,0.02,1.0,0.1625
2012.0,39.0,12.5,11.37,284.52,173.8,399.74,0.45097193,450.97192,86.554,86554.0,0.8940446,894.04456,6.446,388.479,0.4413,14.62,0.02,1.0,0.16302083
2012.0,39.0,13.0,11.43,284.58,207.6,477.48,0.4551366,455.1366,86.534,86534.0,0.89523435,895.2344,5.028,388.821,0.3685,12.3,0.02,1.0,0.16354166
2012.0,39.0,13.5,12.08,285.22998,302.0,694.6,0.45707864,457.07864,86.516,86516.0,0.95248926,952.48926,3.227,388.35,0.2345,13.633,0.02,1.0,0.1640625
2012.0,39.0,14.0,12.21,285.36,150.0,345.0,0.46096846,460.96848,86.513,86513.0,0.9607119,960.7119,4.006,388.381,0.3208,14.833,0.02,1.0,0.16458334
2012.0,39.0,14.5,11.99,285.13998,191.6,440.68,0.5340123,534.0123,86.489,86489.0,0.86722696,867.2269,3.242,386.953,0.2627,15.767,0.02,1.0,0.16510417
2012.0,39.0,15.0,11.99,285.13998,324.3,745.88995,0.5958322,595.8322,86.45,86450.0,0.80540705,805.40704,2.089,385.514,0.1006,13.4,0.02,1.0,0.165625
2012.0,39.0,15.5,12.64,285.79,403.8,928.7399,0.5924227,592.4227,86.436,86436.0,0.8699702,869.9702,1.81,386.343,0.2481,15.65,0.02,1.0,0.16614583
2012.0,39.0,16.0,13.09,286.24,371.2,853.76,0.6213308,621.3308,86.433,86433.0,0.8847577,884.7577,2.282,385.954,0.1709,13.1,0.02,1.0,0.16666667
2012.0,39.0,16.5,13.0,286.15,203.1,467.13,0.6826449,682.6449,86.427,86427.0,0.8146133,814.6133,3.461,384.796,0.2736,14.875,0.02,1.0,0.1671875
2012.0,39.0,17.0,12.66,285.81,112.3,258.29,0.71269614,712.6961,86.419,86419.0,0.7516142,751.6142,2.833,384.632,0.2195,15.0,0.02,1.0,0.16770834
2012.0,39.0,17.5,12.11,285.25998,56.14,129.122,0.73266387,732.6639,86.442,86442.0,0.6796921,679.6921,2.7,384.955,0.2091,16.1,0.02,1.0,0.16822916
2012.0,39.0,18.0,11.19,284.34,15.42,35.466,0.752509,752.509,86.455,86455.0,0.57656133,576.56134,2.467,385.61,0.1443,15.25,0.02,1.0,0.16875
2012.0,39.0,18.5,10.35,283.5,0.0,0.0,0.7741309,774.13086,86.471,86471.0,0.48270604,482.70605,1.159,385.138,0.1,16.085,0.02,1.0,0.16927083
2012.0,39.0,19.0,9.64,282.79,0.0,0.0,0.76962227,769.62225,86.484,86484.0,0.42887554,428.87555,2.695,385.136,0.1,14.65,0.02,1.0,0.16979167
2012.0,39.0,19.5,8.75,281.9,0.0,0.0,0.7555464,755.5464,86.489,86489.0,0.37320006,373.20007,2.802,385.026,0.1,13.0,0.02,1.0,0.1703125
2012.0,39.0,20.0,7.641,280.791,0.0,0.0,0.7123512,712.3512,86.522,86522.0,0.3345016,334.5016,1.927,386.084,0.1,13.8,0.02,1.0,0.17083333
2012.0,39.0,20.5,6.994,280.14398,0.0,0.0,0.7020882,702.0882,86.561,86561.0,0.29944703,299.44702,1.771,386.021,0.2561,13.667,0.02,1.0,0.17135416
2012.0,39.0,21.0,7.511,280.66098,0.0,0.0,0.7473839,747.3839,86.587,86587.0,0.29021925,290.21924,1.129,385.144,0.1768,13.8,0.02,1.0,0.171875
2012.0,39.0,21.5,7.553,280.703,0.0,0.0,0.7408864,740.8864,86.596,86596.0,0.29969758,299.69757,1.763,385.061,0.1607,13.8,0.02,1.0,0.17239584
2012.0,39.0,22.0,7.496,280.646,0.0,0.0,0.7167828,716.78284,86.618,86618.0,0.31976002,319.76,1.871,385.378,0.1228,13.8,0.02,1.0,0.17291667
2012.0,39.0,22.5,5.715,278.865,0.0,0.0,0.6750324,675.03235,86.645,86645.0,0.24198285,241.98285,1.428,385.398,0.1444,13.433,0.02,1.0,0.1734375
2012.0,39.0,23.0,4.962,278.112,0.0,0.0,0.65003085,650.0308,86.661,86661.0,0.22022925,220.22925,2.021,385.616,0.1,13.3,0.02,1.0,0.17395833
2012.0,39.0,23.5,4.347,277.497,0.0,0.0,0.6126472,612.64716,86.673,86673.0,0.22099982,220.99982,1.986,386.247,0.1,13.3,0.01,1.0,0.17447917
2012.0,40.0,0.0,4.65,277.8,0.0,0.0,0.61278117,612.7812,86.691,86691.0,0.23872955,238.72955,1.832,386.089,0.1,13.3,0.01,1.0,0.175
2012.0,40.0,0.5,5.719,278.869,0.0,0.0,0.6718258,671.8258,86.692,86692.0,0.24544476,245.44476,1.395,385.323,0.1463,13.433,0.01,1.0,0.17552084
2012.0,40.0,1.0,5.444,278.594,0.0,0.0,0.6674524,667.4524,86.676,86676.0,0.2324867,232.4867,1.725,386.1,0.1102,13.3,0.01,1.0,0.17604166
2012.0,40.0,1.5,3.701,276.85098,0.0,0.0,0.5868591,586.85913,86.665,86665.0,0.20980127,209.80127,2.275,386.838,0.1,13.3,0.01,1.0,0.1765625
2012.0,40.0,2.0,4.716,277.866,0.0,0.0,0.58316755,583.16754,86.656,86656.0,0.27227935,272.27936,1.676,386.963,0.1099,13.433,0.01,1.0,0.17708333
2012.0,40.0,2.5,3.889,277.039,0.0,0.0,0.5608993,560.8993,86.654,86654.0,0.24637188,246.37189,1.798,388.475,0.1,13.433,0.01,1.0,0.17760417
2012.0,40.0,3.0,4.984,278.134,0.0,0.0,0.625305,625.305,86.653,86653.0,0.24628894,246.28894,1.327,386.161,0.1707,13.433,0.01,1.0,0.178125
2012.0,40.0,3.5,4.728,277.878,0.0,0.0,0.60692,606.92,86.632,86632.0,0.24924512,249.24512,0.75,387.852,0.1483,13.433,0.01,1.0,0.17864583
2012.0,40.0,4.0,3.08,276.22998,0.0,0.0,0.576918,576.918,86.639,86639.0,0.18556365,185.56366,1.726,387.525,0.1,12.032,0.01,1.0,0.17916666
2012.0,40.0,4.5,4.07,277.22,0.0,0.0,0.60936755,609.36755,86.643,86643.0,0.20823786,208.23785,1.929,386.979,0.1,13.3,0.01,1.0,0.1796875
2012.0,40.0,5.0,3.429,276.57898,0.0,0.0,0.6062214,606.2214,86.646,86646.0,0.17530444,175.30444,1.628,386.511,0.1,12.217,0.02,1.0,0.18020834
2012.0,40.0,5.5,4.181,277.331,0.0,0.0,0.62803847,628.03845,86.642,86642.0,0.19596222,195.96222,1.727,386.77,0.1,13.3,0.01,1.0,0.18072917
2012.0,40.0,6.0,2.887,276.037,0.0,0.0,0.6060952,606.0952,86.643,86643.0,0.14603144,146.03143,2.597,386.256,0.1,11.851,0.02,1.0,0.18125
2012.0,40.0,6.5,2.78,275.93,0.0,0.0,0.6073985,607.3985,86.655,86655.0,0.13904163,139.04163,2.302,386.136,0.1,11.813,0.02,1.0,0.18177083
2012.0,40.0,7.0,2.146,275.296,0.0,0.0,0.59601337,596.01337,86.643,86643.0,0.1175025,117.5025,2.638,386.12,0.1,11.286,0.01,1.0,0.18229167
2012.0,40.0,7.5,2.447,275.597,11.5,26.449999,0.59511477,595.11475,86.621,86621.0,0.13386859,133.86859,2.49,386.652,0.1,11.449,0.01,1.0,0.1828125
2012.0,40.0,8.0,4.702,277.852,87.6,201.48,0.62892306,628.92303,86.625,86625.0,0.22568719,225.6872,1.548,387.409,0.1036,11.925,0.01,1.0,0.18333334
2012.0,40.0,8.5,6.934,280.08398,190.0,437.0,0.6375756,637.5756,86.638,86638.0,0.35984564,359.84564,1.495,387.953,0.2033,14.92,0.02,1.0,0.18385416
2012.0,40.0,9.0,9.75,282.9,295.5,679.64996,0.6233447,623.3447,86.637,86637.0,0.5840325,584.0325,0.75,389.211,0.1854,12.433,0.01,1.0,0.184375
2012.0,40.0,9.5,10.93,284.08,399.1,917.93,0.5991624,599.1624,86.651,86651.0,0.7071705,707.1705,0.984,389.509,0.1459,13.925,0.01,1.0,0.18489583
2012.0,40.0,10.0,12.26,285.41,496.3,1141.49,0.5744007,574.4007,86.633,86633.0,0.8519623,851.96234,0.75,389.629,0.1869,11.9,0.02,1.0,0.18541667
2012.0,40.0,10.5,13.39,286.54,579.8,1333.5399,0.5342139,534.2139,86.621,86621.0,1.0016409,1001.6409,1.143,389.943,0.189,19.4,0.02,1.0,0.1859375
2012.0,40.0,11.0,14.25,287.4,654.0,1504.2,0.5156456,515.6456,86.616,86616.0,1.1084198,1108.4198,1.468,389.209,0.2301,15.6,0.02,1.0,0.18645833
2012.0,40.0,11.5,14.94,288.09,710.0,1633.0,0.5171322,517.1322,86.613,86613.0,1.1808885,1180.8885,2.462,388.181,0.2278,15.167,0.03,1.0,0.18697916
2012.0,40.0,12.0,15.46,288.61,750.1,1725.2299,0.52470875,524.70874,86.61,86610.0,1.2309862,1230.9862,3.357,387.923,0.4196,15.4,0.03,1.0,0.1875
2012.0,40.0,12.5,15.8,288.94998,771.1,1773.5299,0.5238527,523.8527,86.567,86567.0,1.2704734,1270.4734,2.559,387.799,0.2945,12.6,0.03,1.0,0.18802084
2012.0,40.0,13.0,16.5,289.65,775.7,1784.11,0.518426,518.426,86.522,86522.0,1.3577878,1357.7878,3.22,387.41,0.3089,12.5,0.03,1.0,0.18854167
2012.0,40.0,13.5,16.93,290.08,757.8,1742.94,0.50768304,507.68304,86.462,86462.0,1.4204495,1420.4495,3.584,386.214,0.2784,13.233,0.03,1.0,0.1890625
2012.0,40.0,14.0,17.28,290.43,706.3,1624.49,0.5013228,501.3228,86.422,86422.0,1.4699907,1469.9907,4.595,385.207,0.3467,12.35,0.03,1.0,0.18958333
2012.0,40.0,14.5,17.47,290.62,669.0,1538.7,0.48368663,483.6866,86.393,86393.0,1.5114156,1511.4156,5.362,385.1,0.4378,12.35,0.04,1.0,0.19010417
2012.0,40.0,15.0,17.85,291.0,626.5,1440.95,0.47693244,476.93243,86.358,86358.0,1.5665148,1566.5149,5.908,385.202,0.5338,12.167,0.03,1.0,0.190625
2012.0,40.0,15.5,18.16,291.31,548.0,1260.4,0.47555324,475.55325,86.34,86340.0,1.6080865,1608.0864,6.545,385.0,0.4993,14.0,0.03,1.0,0.19114584
2012.0,40.0,16.0,18.31,291.46,454.9,1046.27,0.4830523,483.0523,86.336,86336.0,1.6202844,1620.2844,6.673,384.934,0.5458,12.2,0.03,1.0,0.19166666
2012.0,40.0,16.5,18.26,291.41,352.2,810.06,0.4969469,496.9469,86.341,86341.0,1.5998048,1599.8048,6.549,385.107,0.4975,14.8,0.03,1.0,0.1921875
2012.0,40.0,17.0,17.71,290.86,244.0,561.2,0.5084936,508.4936,86.355,86355.0,1.5170223,1517.0222,6.423,385.224,0.4983,16.25,0.02,1.0,0.19270833
2012.0,40.0,17.5,17.1,290.25,132.2,304.06,0.5218977,521.89764,86.364,86364.0,1.4271033,1427.1033,6.468,385.896,0.5474,15.85,0.02,1.0,0.19322917
2012.0,40.0,18.0,16.07,289.22,35.35,81.30499,0.5212682,521.2682,86.387,86387.0,1.3042648,1304.2648,7.11,386.297,0.5578,19.96,0.02,1.0,0.19375
2012.0,40.0,18.5,14.91,288.06,0.0,0.0,0.50605035,506.05035,86.428,86428.0,1.1886929,1188.6929,7.143,385.492,0.542,17.353,0.02,1.0,0.19427083
2012.0,40.0,19.0,14.07,287.22,0.0,0.0,0.48684525,486.84525,86.453,86453.0,1.1184001,1118.4001,7.494,385.558,0.5741,17.222,0.02,1.0,0.19479166
2012.0,40.0,19.5,13.16,286.31,0.0,0.0,0.46261185,462.61185,86.497,86497.0,1.0503782,1050.3782,6.595,385.602,0.4841,16.994,0.02,1.0,0.1953125
2012.0,40.0,20.0,12.77,285.91998,0.0,0.0,0.46396974,463.96973,86.523,86523.0,1.0109277,1010.92773,6.286,385.9,0.4534,16.669,0.02,1.0,0.19583334
2012.0,40.0,20.5,11.92,285.07,0.0,0.0,0.46800333,468.00333,86.549,86549.0,0.92678845,926.78845,4.1,386.212,0.3044,15.994,0.02,1.0,0.19635417
2012.0,40.0,21.0,11.45,284.6,0.0,0.0,0.4828683,482.86832,86.576,86576.0,0.86929125,869.29126,4.146,386.485,0.2591,16.011,0.01,1.0,0.196875
2012.0,40.0,21.5,10.37,283.52,0.0,0.0,0.49427998,494.27997,86.606,86606.0,0.7642337,764.2337,2.753,386.946,0.1558,15.721,0.02,1.0,0.19739583
2012.0,40.0,22.0,10.18,283.33,0.0,0.0,0.49918398,499.184,86.633,86633.0,0.7434606,743.4606,2.223,387.014,0.1,15.676,0.02,1.0,0.19791667
2012.0,40.0,22.5,10.33,283.47998,0.0,0.0,0.49578097,495.78098,86.642,86642.0,0.7593766,759.3766,3.727,386.724,0.1,15.705,0.01,1.0,0.1984375
2012.0,40.0,23.0,10.94,284.09,0.0,0.0,0.49158663,491.58664,86.645,86645.0,0.8156161,815.6161,2.974,386.54,0.1305,16.014,0.01,1.0,0.19895834
2012.0,40.0,23.5,11.06,284.21,0.0,0.0,0.47697407,476.97406,86.637,86637.0,0.8406848,840.68475,2.664,385.548,0.1354,16.071,0.01,1.0,0.19947916
2012.0,41.0,0.0,10.13,283.28,0.0,0.0,0.47701156,477.01157,86.641,86641.0,0.7614873,761.4873,1.655,385.517,0.2483,15.595,0.01,1.0,0.2
2012.0,41.0,0.5,8.2,281.35,0.0,0.0,0.4881118,488.1118,86.656,86656.0,0.599343,599.343,1.072,386.212,0.162,15.015,0.01,1.0,0.2
2012.0,41.0,1.0,8.8,281.94998,0.0,0.0,0.49368078,493.6808,86.663,86663.0,0.6388848,638.88477,0.819,384.974,0.1,15.056,0.01,1.0,0.2
2012.0,41.0,1.5,9.51,282.66,0.0,0.0,0.49372497,493.72498,86.646,86646.0,0.6943555,694.35547,0.75,384.852,0.1,15.321,0.01,1.0,0.2
2012.0,41.0,2.0,9.58,282.72998,0.0,0.0,0.49240765,492.40765,86.642,86642.0,0.7012697,701.2697,0.75,385.729,0.1859,15.393,0.01,1.0,0.2
2012.0,41.0,2.5,7.432,280.582,0.0,0.0,0.48914212,489.14212,86.653,86653.0,0.5428794,542.8794,1.426,385.11,0.1,14.595,0.01,1.0,0.2
2012.0,41.0,3.0,6.346,279.496,0.0,0.0,0.48742744,487.42743,86.66,86660.0,0.4704651,470.4651,2.63,385.46,0.1,14.421,0.02,1.0,0.2
2012.0,41.0,3.5,6.716,279.866,0.0,0.0,0.49322113,493.22113,86.668,86668.0,0.4893811,489.3811,2.192,384.978,0.1,14.421,0.01,1.0,0.2
2012.0,41.0,4.0,5.95,279.1,0.0,0.0,0.48636958,486.36957,86.679,86679.0,0.44568714,445.68713,1.854,386.174,0.1657,14.144,0.01,1.0,0.2
2012.0,41.0,4.5,5.269,278.419,0.0,0.0,0.4934431,493.4431,86.677,86677.0,0.39561957,395.61957,3.324,385.163,0.1,14.015,0.01,1.0,0.2
2012.0,41.0,5.0,4.825,277.975,0.0,0.0,0.4875473,487.5473,86.677,86677.0,0.3744363,374.43628,2.55,386.08,0.1,13.662,0.02,1.0,0.2
2012.0,41.0,5.5,3.969,277.119,0.0,0.0,0.4798283,479.8283,86.683,86683.0,0.3319964,331.9964,2.875,386.153,0.1,13.55,0.01,1.0,0.2
2012.0,41.0,6.0,4.354,277.504,0.0,0.0,0.47598797,475.98798,86.692,86692.0,0.35806775,358.06775,2.426,385.377,0.1,13.55,0.01,1.0,0.2
2012.0,41.0,6.5,5.393,278.543,0.0,0.0,0.47501495,475.01495,86.706,86706.0,0.42174226,421.74225,2.271,387.26,0.1,14.106,0.01,1.0,0.2
2012.0,41.0,7.0,3.427,276.577,0.0,0.0,0.46768498,467.685,86.75,86750.0,0.313732,313.732,2.797,386.757,0.1279,13.433,0.01,1.0,0.2
2012.0,41.0,7.5,4.125,277.275,12.7,29.21,0.45231616,452.31616,86.786,86786.0,0.36845478,368.45477,2.775,386.782,0.1,13.283,0.01,1.0,0.2
2012.0,41.0,8.0,4.832,277.982,96.4,221.72,0.46613318,466.13318,86.786,86786.0,0.3962715,396.27148,2.516,386.587,0.1338,12.14,0.01,1.0,0.2
2012.0,41.0,8.5,8.36,281.50998,201.9,464.36996,0.49903333,499.03333,86.788,86788.0,0.60029185,600.2919,2.162,386.664,0.2014,14.55,0.01,1.0,0.2
2012.0,41.0,9.0,11.16,284.31,310.6,714.38,0.5016633,501.66333,86.787,86787.0,0.8247655,824.7655,2.288,387.044,0.2162,12.45,0.01,1.0,0.2
2012.0,41.0,9.5,13.17,286.32,421.8,970.13995,0.47134262,471.34262,86.788,86788.0,1.0426346,1042.6346,1.835,387.307,0.2068,13.0,0.02,1.0,0.2
2012.0,41.0,10.0,14.51,287.66,514.5,1183.35,0.4374284,437.4284,86.775,86775.0,1.2141643,1214.1643,1.686,387.449,0.1687,11.3,0.02,1.0,0.2
2012.0,41.0,10.5,15.74,288.88998,593.1,1364.1299,0.4159583,415.95828,86.775,86775.0,1.3714918,1371.4918,0.957,387.618,0.1892,13.05,0.02,1.0,0.2
2012.0,41.0,11.0,16.36,289.51,661.4,1521.22,0.39747953,397.47952,86.782,86782.0,1.4621036,1462.1036,1.305,387.828,0.1,12.35,0.03,1.0,0.2
2012.0,41.0,11.5,16.73,289.88,717.5,1650.25,0.38207215,382.07214,86.782,86782.0,1.5217623,1521.7622,0.75,387.453,0.2404,12.35,0.03,1.0,0.2
2012.0,41.0,12.0,17.2,290.35,752.6,1730.9799,0.37960422,379.60422,86.755,86755.0,1.5817628,1581.7628,1.498,387.425,0.3358,12.475,0.03,1.0,0.2
2012.0,41.0,12.5,17.54,290.69,776.8,1786.6399,0.38379768,383.79767,86.714,86714.0,1.6201375,1620.1375,1.98,387.125,0.3025,12.6,0.03,1.0,0.2
2012.0,41.0,13.0,17.8,290.94998,783.5,1802.0499,0.37635493,376.35492,86.659,86659.0,1.6606716,1660.6716,2.192,387.004,0.1823,12.467,0.03,1.0,0.2
2012.0,41.0,13.5,18.51,291.66,769.8,1770.5399,0.36610022,366.10022,86.606,86606.0,1.7637519,1763.7518,1.877,386.863,0.2874,12.467,0.03,1.0,0.2
